"Event","Donor Code","Donor Name","Donated To","Donated To Date Of Gift","Donated To Gift Value"
"2022 Federal election","972","Australian Rail Tram and Bus Industry Union","MITCHELL, Brian Keith","08/11/2021","20000"
"2022 Federal election","44987","Badger, Keith and Debby","DANIEL, Zoe","03/11/2021","5000"
"2022 Federal election","44987","Badger, Keith and Debby","DANIEL, Zoe","08/12/2021","20000"
"2022 Federal election","44987","Badger, Keith and Debby","DANIEL, Zoe","14/04/2022","7103"
"2022 Federal election","44987","Badger, Keith and Debby","DANIEL, Zoe","14/04/2022","1500"
"2022 Federal election","44987","Badger, Keith and Debby","DANIEL, Zoe","14/04/2022","1500"
"2022 Federal election","45087","Barlow, Lisa","RYAN, Monique Marie","04/02/2022","14500"
"2022 Federal election","44986","Bayside Community Voices","DANIEL, Zoe","05/11/2021","30000"
"2022 Federal election","44986","Bayside Community Voices","DANIEL, Zoe","23/11/2021","10000"
"2022 Federal election","45110","Chandler, Katrina","STEGGALL, Zali","05/11/2021","50000"
"2022 Federal election","45110","Chandler, Katrina","TINK, Kylea Jane","08/10/2021","10000"
"2022 Federal election","45110","Chandler, Katrina","TINK, Kylea Jane","30/10/2021","100"
"2022 Federal election","45110","Chandler, Katrina","TINK, Kylea Jane","03/12/2021","20000"
"2022 Federal election","45110","Chandler, Katrina","TINK, Kylea Jane","27/01/2022","100"
"2022 Federal election","45098","Chaney, Rosemary","CHANEY, Katherine Ella","22/02/2022","11000"
"2022 Federal election","45098","Chaney, Rosemary","CHANEY, Katherine Ella","06/05/2022","10000"
"2022 Federal election","40367","Climate 200 Pty Limited","ACKERY, Penelope Robina","22/12/2021","1"
"2022 Federal election","40367","Climate 200 Pty Limited","ACKERY, Penelope Robina","23/12/2021","49999"
"2022 Federal election","40367","Climate 200 Pty Limited","BOELE, Nicolette","24/12/2021","1"
"2022 Federal election","40367","Climate 200 Pty Limited","BOELE, Nicolette","29/12/2021","59999"
"2022 Federal election","40367","Climate 200 Pty Limited","BOELE, Nicolette","10/03/2022","40000"
"2022 Federal election","40367","Climate 200 Pty Limited","BOELE, Nicolette","20/06/2022","4375"
"2022 Federal election","40367","Climate 200 Pty Limited","CHANEY, Katherine Ella","10/02/2022","1"
"2022 Federal election","40367","Climate 200 Pty Limited","CHANEY, Katherine Ella","11/02/2022","99999"
"2022 Federal election","40367","Climate 200 Pty Limited","CHANEY, Katherine Ella","14/03/2022","70000"
"2022 Federal election","40367","Climate 200 Pty Limited","CHANEY, Katherine Ella","12/04/2022","80000"
"2022 Federal election","40367","Climate 200 Pty Limited","CHANEY, Katherine Ella","20/04/2022","50000"
"2022 Federal election","40367","Climate 200 Pty Limited","CHANEY, Katherine Ella","26/04/2022","50000"
"2022 Federal election","40367","Climate 200 Pty Limited","CHANEY, Katherine Ella","04/05/2022","50000"
"2022 Federal election","40367","Climate 200 Pty Limited","CHANEY, Katherine Ella","09/05/2022","50000"
"2022 Federal election","40367","Climate 200 Pty Limited","CHANEY, Katherine Ella","16/05/2022","50000"
"2022 Federal election","40367","Climate 200 Pty Limited","CHANEY, Katherine Ella","20/06/2022","286532"
"2022 Federal election","40367","Climate 200 Pty Limited","DANIEL, Zoe","11/11/2021","1"
"2022 Federal election","40367","Climate 200 Pty Limited","DANIEL, Zoe","13/11/2021","49999"
"2022 Federal election","40367","Climate 200 Pty Limited","DANIEL, Zoe","15/12/2021","41078"
"2022 Federal election","40367","Climate 200 Pty Limited","DANIEL, Zoe","22/12/2021","66000"
"2022 Federal election","40367","Climate 200 Pty Limited","DANIEL, Zoe","23/12/2021","50000"
"2022 Federal election","40367","Climate 200 Pty Limited","DANIEL, Zoe","03/03/2022","25000"
"2022 Federal election","40367","Climate 200 Pty Limited","DANIEL, Zoe","07/03/2022","168000"
"2022 Federal election","40367","Climate 200 Pty Limited","DANIEL, Zoe","07/04/2022","58728"
"2022 Federal election","40367","Climate 200 Pty Limited","DANIEL, Zoe","22/04/2022","100000"
"2022 Federal election","40367","Climate 200 Pty Limited","DANIEL, Zoe","20/06/2022","151034"
"2022 Federal election","40367","Climate 200 Pty Limited","DYER, Joanne Elizabeth","05/04/2022","1"
"2022 Federal election","40367","Climate 200 Pty Limited","DYER, Joanne Elizabeth","20/05/2022","19999"
"2022 Federal election","40367","Climate 200 Pty Limited","DYSON, Alexander Edward","11/03/2022","1"
"2022 Federal election","40367","Climate 200 Pty Limited","DYSON, Alexander Edward","15/03/2022","19999"
"2022 Federal election","40367","Climate 200 Pty Limited","DYSON, Alexander Edward","22/04/2022","10000"
"2022 Federal election","40367","Climate 200 Pty Limited","DYSON, Alexander Edward","29/04/2022","30000"
"2022 Federal election","40367","Climate 200 Pty Limited","DYSON, Alexander Edward","20/06/2022","4375"
"2022 Federal election","40367","Climate 200 Pty Limited","FERRES MILES, Claire Jennifer","07/03/2022","1"
"2022 Federal election","40367","Climate 200 Pty Limited","FERRES MILES, Claire Jennifer","11/03/2022","39999"
"2022 Federal election","40367","Climate 200 Pty Limited","FERRES MILES, Claire Jennifer","20/06/2022","10973"
"2022 Federal election","40367","Climate 200 Pty Limited","HAINES, Helen Mary","30/03/2022","1"
"2022 Federal election","40367","Climate 200 Pty Limited","HAINES, Helen Mary","31/03/2022","24999"
"2022 Federal election","40367","Climate 200 Pty Limited","HEISE, Carolyn Gai","03/03/2022","1"
"2022 Federal election","40367","Climate 200 Pty Limited","HEISE, Carolyn Gai","10/03/2022","49999"
"2022 Federal election","40367","Climate 200 Pty Limited","HEISE, Carolyn Gai","21/03/2022","80000"
"2022 Federal election","40367","Climate 200 Pty Limited","HEISE, Carolyn Gai","30/03/2022","70000"
"2022 Federal election","40367","Climate 200 Pty Limited","HEISE, Carolyn Gai","22/04/2022","100000"
"2022 Federal election","40367","Climate 200 Pty Limited","HEISE, Carolyn Gai","20/06/2022","165816"
"2022 Federal election","40367","Climate 200 Pty Limited","HOOK, Kathleen Louise","10/01/2022","1"
"2022 Federal election","40367","Climate 200 Pty Limited","HOOK, Kathleen Louise","12/01/2022","49999"
"2022 Federal election","40367","Climate 200 Pty Limited","HOOK, Kathleen Louise","20/06/2022","4375"
"2022 Federal election","40367","Climate 200 Pty Limited","LUKE, Hanabeth","10/01/2022","1"
"2022 Federal election","40367","Climate 200 Pty Limited","LUKE, Hanabeth","14/01/2022","38049"
"2022 Federal election","40367","Climate 200 Pty Limited","LUKE, Hanabeth","11/03/2022","50000"
"2022 Federal election","40367","Climate 200 Pty Limited","LUKE, Hanabeth","11/03/2022","12000"
"2022 Federal election","40367","Climate 200 Pty Limited","LUKE, Hanabeth","29/04/2022","33505"
"2022 Federal election","40367","Climate 200 Pty Limited","LUKE, Hanabeth","20/06/2022","60440"
"2022 Federal election","40367","Climate 200 Pty Limited","O'CONNOR, Despina Christina","24/02/2022","22000"
"2022 Federal election","40367","Climate 200 Pty Limited","O'CONNOR, Despina Christina","30/03/2022","11385"
"2022 Federal election","40367","Climate 200 Pty Limited","O'CONNOR, Despina Christina","20/06/2022","5188"
"2022 Federal election","40367","Climate 200 Pty Limited","RYAN, Monique Marie","24/11/2021","1"
"2022 Federal election","40367","Climate 200 Pty Limited","RYAN, Monique Marie","25/11/2021","45499"
"2022 Federal election","40367","Climate 200 Pty Limited","RYAN, Monique Marie","22/12/2021","110000"
"2022 Federal election","40367","Climate 200 Pty Limited","RYAN, Monique Marie","27/01/2022","48226"
"2022 Federal election","40367","Climate 200 Pty Limited","RYAN, Monique Marie","21/02/2022","88000"
"2022 Federal election","40367","Climate 200 Pty Limited","RYAN, Monique Marie","10/03/2022","96096"
"2022 Federal election","40367","Climate 200 Pty Limited","RYAN, Monique Marie","31/03/2022","90000"
"2022 Federal election","40367","Climate 200 Pty Limited","RYAN, Monique Marie","04/05/2022","109500"
"2022 Federal election","40367","Climate 200 Pty Limited","RYAN, Monique Marie","20/06/2022","162025"
"2022 Federal election","40367","Climate 200 Pty Limited","SCAMPS, Sophie Anna","24/11/2021","1"
"2022 Federal election","40367","Climate 200 Pty Limited","SCAMPS, Sophie Anna","01/12/2021","50999"
"2022 Federal election","40367","Climate 200 Pty Limited","SCAMPS, Sophie Anna","15/12/2021","50000"
"2022 Federal election","40367","Climate 200 Pty Limited","SCAMPS, Sophie Anna","23/12/2021","100000"
"2022 Federal election","40367","Climate 200 Pty Limited","SCAMPS, Sophie Anna","23/12/2021","40000"
"2022 Federal election","40367","Climate 200 Pty Limited","SCAMPS, Sophie Anna","02/02/2022","60114"
"2022 Federal election","40367","Climate 200 Pty Limited","SCAMPS, Sophie Anna","21/02/2022","150000"
"2022 Federal election","40367","Climate 200 Pty Limited","SCAMPS, Sophie Anna","20/04/2022","195986"
"2022 Federal election","40367","Climate 200 Pty Limited","SCAMPS, Sophie Anna","05/05/2022","72436"
"2022 Federal election","40367","Climate 200 Pty Limited","SCAMPS, Sophie Anna","20/06/2022","60089"
"2022 Federal election","40367","Climate 200 Pty Limited","SPENDER, Allegra May","02/11/2021","1"
"2022 Federal election","40367","Climate 200 Pty Limited","SPENDER, Allegra May","03/11/2021","64999"
"2022 Federal election","40367","Climate 200 Pty Limited","SPENDER, Allegra May","03/12/2021","97797"
"2022 Federal election","40367","Climate 200 Pty Limited","SPENDER, Allegra May","08/12/2021","77696"
"2022 Federal election","40367","Climate 200 Pty Limited","SPENDER, Allegra May","23/03/2022","119703"
"2022 Federal election","40367","Climate 200 Pty Limited","SPENDER, Allegra May","07/04/2022","123205"
"2022 Federal election","40367","Climate 200 Pty Limited","SPENDER, Allegra May","12/05/2022","100000"
"2022 Federal election","40367","Climate 200 Pty Limited","SPENDER, Allegra May","20/06/2022","118375"
"2022 Federal election","40367","Climate 200 Pty Limited","STEELE, Georgia Susan","15/12/2021","1"
"2022 Federal election","40367","Climate 200 Pty Limited","STEELE, Georgia Susan","17/12/2021","19999"
"2022 Federal election","40367","Climate 200 Pty Limited","STEELE, Georgia Susan","21/02/2022","30000"
"2022 Federal election","40367","Climate 200 Pty Limited","STEELE, Georgia Susan","30/03/2022","50000"
"2022 Federal election","40367","Climate 200 Pty Limited","STEELE, Georgia Susan","22/04/2022","125000"
"2022 Federal election","40367","Climate 200 Pty Limited","STEELE, Georgia Susan","04/05/2022","70000"
"2022 Federal election","40367","Climate 200 Pty Limited","STEELE, Georgia Susan","20/06/2022","7483"
"2022 Federal election","40367","Climate 200 Pty Limited","STEGGALL, Zali","29/03/2022","24999"
"2022 Federal election","40367","Climate 200 Pty Limited","STEGGALL, Zali","26/04/2022","1"
"2022 Federal election","40367","Climate 200 Pty Limited","TINK, Kylea Jane","03/12/2021","1"
"2022 Federal election","40367","Climate 200 Pty Limited","TINK, Kylea Jane","08/12/2021","237999"
"2022 Federal election","40367","Climate 200 Pty Limited","TINK, Kylea Jane","16/03/2022","1"
"2022 Federal election","40367","Climate 200 Pty Limited","TINK, Kylea Jane","22/03/2022","127923"
"2022 Federal election","40367","Climate 200 Pty Limited","TINK, Kylea Jane","22/03/2022","50000"
"2022 Federal election","40367","Climate 200 Pty Limited","TINK, Kylea Jane","07/04/2022","84347"
"2022 Federal election","40367","Climate 200 Pty Limited","TINK, Kylea Jane","29/04/2022","100000"
"2022 Federal election","40367","Climate 200 Pty Limited","TINK, Kylea Jane","12/05/2022","36000"
"2022 Federal election","40367","Climate 200 Pty Limited","TINK, Kylea Jane","20/06/2022","172140"
"2022 Federal election","40367","Climate 200 Pty Limited","WILKIE, Andrew Damien","15/12/2021","1"
"2022 Federal election","40367","Climate 200 Pty Limited","WILKIE, Andrew Damien","17/12/2021","27999"
"2022 Federal election","45189","Communikate ","DYER, Joanne Elizabeth","15/12/2021","1000"
"2022 Federal election","45189","Communikate ","DYER, Joanne Elizabeth","28/12/2021","1000"
"2022 Federal election","45189","Communikate ","DYER, Joanne Elizabeth","27/01/2022","720"
"2022 Federal election","45189","Communikate ","DYER, Joanne Elizabeth","28/02/2022","4927"
"2022 Federal election","45189","Communikate ","DYER, Joanne Elizabeth","30/03/2022","6690"
"2022 Federal election","45189","Communikate ","DYER, Joanne Elizabeth","31/03/2022","27750"
"2022 Federal election","45189","Communikate ","DYER, Joanne Elizabeth","30/04/2022","4350"
"2022 Federal election","45023","DCM Bluelake pty ltd","SPENDER, Allegra May","25/03/2022","50000"
"2022 Federal election","45024","Droga, Lyndell","SPENDER, Allegra May","10/06/2021","10000"
"2022 Federal election","45024","Droga, Lyndell","SPENDER, Allegra May","11/06/2021","10000"
"2022 Federal election","45024","Droga, Lyndell","SPENDER, Allegra May","17/06/2021","10000"
"2022 Federal election","45024","Droga, Lyndell","SPENDER, Allegra May","18/06/2021","10000"
"2022 Federal election","45024","Droga, Lyndell","SPENDER, Allegra May","21/06/2021","10000"
"2022 Federal election","45024","Droga, Lyndell","SPENDER, Allegra May","08/05/2022","2018"
"2022 Federal election","45108","Druce, Roger","RYAN, Monique Marie","06/03/2022","2000"
"2022 Federal election","45108","Druce, Roger","RYAN, Monique Marie","31/03/2022","3000"
"2022 Federal election","45108","Druce, Roger","RYAN, Monique Marie","08/04/2022","5000"
"2022 Federal election","45108","Druce, Roger","RYAN, Monique Marie","22/04/2022","10000"
"2022 Federal election","45108","Druce, Roger","RYAN, Monique Marie","09/05/2022","5000"
"2022 Federal election","45108","Druce, Roger","RYAN, Monique Marie","19/05/2022","2500"
"2022 Federal election","45163","Eastaugh, Angela","PRIESTLY, Robert Anthony","01/04/2022","25000"
"2022 Federal election","40398","Extend Your Edge Pty Ltd ","STEGGALL, Zali","06/09/2021","20000"
"2022 Federal election","40398","Extend Your Edge Pty Ltd ","STEGGALL, Zali","20/05/2022","10000"
"2022 Federal election","45073","Fairfax, Nicholas","SPENDER, Allegra May","30/11/2021","50000"
"2022 Federal election","45073","Fairfax, Nicholas","TINK, Kylea Jane","28/03/2022","20000"
"2022 Federal election","45042","Fairweather, Anthony","CHANEY, Katherine Ella","07/12/2021","5000"
"2022 Federal election","45042","Fairweather, Anthony","CHANEY, Katherine Ella","19/01/2022","5000"
"2022 Federal election","45042","Fairweather, Anthony","CHANEY, Katherine Ella","02/05/2022","10000"
"2022 Federal election","40513","Fenwick, Simon","WILDE, Michelle Elizabeth Jaimes","22/03/2022","24500"
"2022 Federal election","45164","Goodall, Benjamin","PRIESTLY, Robert Anthony","20/01/2022","40000"
"2022 Federal election","45164","Goodall, Benjamin","PRIESTLY, Robert Anthony","21/01/2022","40000"
"2022 Federal election","45164","Goodall, Benjamin","PRIESTLY, Robert Anthony","24/01/2022","20000"
"2022 Federal election","45119","Green Energy Trading Pty Ltd","RYAN, Monique Marie","29/11/2021","10000"
"2022 Federal election","45119","Green Energy Trading Pty Ltd","RYAN, Monique Marie","11/03/2022","10000"
"2022 Federal election","45141","Hearnden, David","STEELE, Georgia Susan","13/12/2021","20000"
"2022 Federal election","42104","Hempton, John","RYAN, Monique Marie","07/02/2022","20000"
"2022 Federal election","45136","Hertsted, Jean","KINSELLA, Michelle","14/03/2022","10000"
"2022 Federal election","45136","Hertsted, Jean","KINSELLA, Michelle","15/03/2022","5000"
"2022 Federal election","40552","Holmes a Court, Simon","RYAN, Monique Marie","22/10/2021","1"
"2022 Federal election","40552","Holmes a Court, Simon","RYAN, Monique Marie","22/10/2021","10"
"2022 Federal election","40552","Holmes a Court, Simon","RYAN, Monique Marie","22/10/2021","100"
"2022 Federal election","40552","Holmes a Court, Simon","RYAN, Monique Marie","25/10/2021","1"
"2022 Federal election","40552","Holmes a Court, Simon","RYAN, Monique Marie","20/11/2021","20000"
"2022 Federal election","40552","Holmes a Court, Simon","RYAN, Monique Marie","16/12/2021","120"
"2022 Federal election","45140","Humphreys, Brendan","STEELE, Georgia Susan","11/12/2021","20000"
"2022 Federal election","45140","Humphreys, Brendan","STEELE, Georgia Susan","23/02/2022","300"
"2022 Federal election","45140","Humphreys, Brendan","STEELE, Georgia Susan","24/02/2022","12000"
"2022 Federal election","45144","Inflow Financial Pty Ltd","STEELE, Georgia Susan","11/05/2022","22900"
"2022 Federal election","45144","Inflow Financial Pty Ltd","STEELE, Georgia Susan","20/06/2022","4070"
"2022 Federal election","45120","Irving, Jennie","RYAN, Monique Marie","16/12/2021","250"
"2022 Federal election","45120","Irving, Jennie","RYAN, Monique Marie","28/01/2022","5000"
"2022 Federal election","45120","Irving, Jennie","RYAN, Monique Marie","13/02/2022","30"
"2022 Federal election","45120","Irving, Jennie","RYAN, Monique Marie","21/03/2022","10000"
"2022 Federal election","45120","Irving, Jennie","RYAN, Monique Marie","10/04/2022","50"
"2022 Federal election","45120","Irving, Jennie","RYAN, Monique Marie","19/05/2022","2000"
"2022 Federal election","44992","Joseph, Michael William","SPENDER, Allegra May","14/06/2021","20000"
"2022 Federal election","44992","Joseph, Michael William","SPENDER, Allegra May","28/06/2021","20000"
"2022 Federal election","44992","Joseph, Michael William","SPENDER, Allegra May","07/07/2021","10000"
"2022 Federal election","44992","Joseph, Michael William","SPENDER, Allegra May","08/05/2022","1959"
"2022 Federal election","45091","Kaldor, Andrew","TINK, Kylea Jane","24/09/2021","10000"
"2022 Federal election","45091","Kaldor, Andrew","TINK, Kylea Jane","16/12/2021","5000"
"2022 Federal election","45188","Kantor, Michael Patrick","DYER, Joanne Elizabeth","14/04/2022","10000"
"2022 Federal election","45188","Kantor, Michael Patrick","DYER, Joanne Elizabeth","27/04/2022","5000"
"2022 Federal election","45166","Katunga Fresh Trading","PRIESTLY, Robert Anthony","10/02/2022","25000"
"2022 Federal election","44961","Keep Them Honest Pty Ltd","CHANEY, Katherine Ella","25/04/2022","10000"
"2022 Federal election","44961","Keep Them Honest Pty Ltd","DANIEL, Zoe","09/04/2022","20000"
"2022 Federal election","44961","Keep Them Honest Pty Ltd","RYAN, Monique Marie","09/04/2022","20000"
"2022 Federal election","44961","Keep Them Honest Pty Ltd","SCAMPS, Sophie Anna","08/04/2022","20000"
"2022 Federal election","44961","Keep Them Honest Pty Ltd","SCAMPS, Sophie Anna","15/05/2022","10000"
"2022 Federal election","44961","Keep Them Honest Pty Ltd","SPENDER, Allegra May","06/09/2021","20000"
"2022 Federal election","44961","Keep Them Honest Pty Ltd","SPENDER, Allegra May","27/02/2022","30000"
"2022 Federal election","44961","Keep Them Honest Pty Ltd","STEGGALL, Zali","13/10/2021","10000"
"2022 Federal election","44961","Keep Them Honest Pty Ltd","STEGGALL, Zali","14/03/2022","10000"
"2022 Federal election","44961","Keep Them Honest Pty Ltd","TINK, Kylea Jane","30/09/2021","10000"
"2022 Federal election","44961","Keep Them Honest Pty Ltd","TINK, Kylea Jane","22/12/2021","10000"
"2022 Federal election","45114","Keldoulis Investments Pty Limited","CHANEY, Katherine Ella","27/04/2022","10000"
"2022 Federal election","45114","Keldoulis Investments Pty Limited","HEISE, Carolyn Gai","03/05/2022","50000"
"2022 Federal election","45114","Keldoulis Investments Pty Limited","HEISE, Carolyn Gai","04/05/2022","75000"
"2022 Federal election","45114","Keldoulis Investments Pty Limited","HEISE, Carolyn Gai","05/05/2022","25000"
"2022 Federal election","45114","Keldoulis Investments Pty Limited","HEISE, Carolyn Gai","05/05/2022","50000"
"2022 Federal election","45114","Keldoulis Investments Pty Limited","SPENDER, Allegra May","14/02/2022","80000"
"2022 Federal election","44988","Keldoulis, Robert","DANIEL, Zoe","18/05/2022","19000"
"2022 Federal election","44988","Keldoulis, Robert","STEELE, Georgia Susan","17/05/2022","27000"
"2022 Federal election","44988","Keldoulis, Robert","TINK, Kylea Jane","18/05/2022","99000"
"2022 Federal election","45033","Krups, Matthias","STEGGALL, Zali","11/12/2021","25000"
"2022 Federal election","44990","Landy, Sharon","DANIEL, Zoe","03/12/2021","5000"
"2022 Federal election","44990","Landy, Sharon","DANIEL, Zoe","16/03/2022","5000"
"2022 Federal election","44990","Landy, Sharon","DANIEL, Zoe","27/04/2022","20000"
"2022 Federal election","45086","LB Conservation Pty Ltd ATF LB Conservation Trust","RYAN, Monique Marie","13/03/2022","100000"
"2022 Federal election","7040","Leytcorp Pty Ltd","COORY, Damian Peter","05/04/2022","27729"
"2022 Federal election","45167","Lisa Jane Mt Rose Trust trading as Lisa Jane Mt Rose Pty Ltd","PRIESTLY, Robert Anthony","25/02/2022","50000"
"2022 Federal election","45148","Martin, Peter","STEGGALL, Zali","15/10/2021","30000"
"2022 Federal election","45104","McDonald, John and Raelene","McDONALD, Nathan John","28/02/2022","10000"
"2022 Federal election","45104","McDonald, John and Raelene","McDONALD, Nathan John","05/05/2022","12000"
"2022 Federal election","45104","McDonald, John and Raelene","McDONALD, Nathan John","10/05/2022","3000"
"2022 Federal election","45104","McDonald, John and Raelene","McDONALD, Nathan John","18/05/2022","1818"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","03/11/2021","100"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","05/02/2022","54"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","06/02/2022","10500"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","20/02/2022","3525"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","06/03/2022","2775"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","19/03/2022","1000"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","20/03/2022","2775"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","01/04/2022","4425"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","12/04/2022","25"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","13/04/2022","25"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","17/04/2022","4350"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","22/04/2022","1000"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","29/04/2022","4425"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","13/05/2022","2850"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","03/06/2022","3225"
"2022 Federal election","45113","McEvoy, Elizabeth","TINK, Kylea Jane","20/06/2022","4800"
"2022 Federal election","45145","Mills, Julieanne Ranford","SPENDER, Allegra May","04/09/2021","10000"
"2022 Federal election","45145","Mills, Julieanne Ranford","SPENDER, Allegra May","22/04/2022","1500"
"2022 Federal election","45145","Mills, Julieanne Ranford","SPENDER, Allegra May","14/05/2022","5000"
"2022 Federal election","45074","Morgan, Roslyn","TINK, Kylea Jane","24/09/2021","10000"
"2022 Federal election","45074","Morgan, Roslyn","TINK, Kylea Jane","07/12/2021","5000"
"2022 Federal election","45074","Morgan, Roslyn","TINK, Kylea Jane","11/04/2022","1000"
"2022 Federal election","44989","Pascarl, Ian and Glenys","DANIEL, Zoe","02/12/2021","500"
"2022 Federal election","44989","Pascarl, Ian and Glenys","DANIEL, Zoe","12/04/2022","10000"
"2022 Federal election","44989","Pascarl, Ian and Glenys","DANIEL, Zoe","03/05/2022","10000"
"2022 Federal election","44900","Paul Melling & Associates Pty Limited","THOM, Alexandra Lauren","05/01/2022","8943"
"2022 Federal election","44900","Paul Melling & Associates Pty Limited","THOM, Alexandra Lauren","11/05/2022","32045"
"2022 Federal election","44900","Paul Melling & Associates Pty Limited","THOM, Alexandra Lauren","06/06/2022","1716"
"2022 Federal election","44900","Paul Melling & Associates Pty Limited","THOM, Alexandra Lauren","06/06/2022","23734"
"2022 Federal election","45143","Pellow, Nicholas","STEELE, Georgia Susan","13/12/2021","10000"
"2022 Federal election","45143","Pellow, Nicholas","STEELE, Georgia Susan","23/02/2022","300"
"2022 Federal election","45143","Pellow, Nicholas","STEELE, Georgia Susan","24/02/2022","5000"
"2022 Federal election","44985","Phillips, Andrew","DANIEL, Zoe","21/05/2022","25000"
"2022 Federal election","44984","Phillips, Beth","DANIEL, Zoe","21/04/2022","25000"
"2022 Federal election","22916","Pickard Capital Pty Ltd","XENOPHON, Nicholas","14/04/2022","50000"
"2022 Federal election","45112","Polka Dot Ventures Pty Ltd","SPENDER, Allegra May","27/04/2022","50000"
"2022 Federal election","40365","Purves, Robert","SCAMPS, Sophie Anna","18/11/2021","50000"
"2022 Federal election","40365","Purves, Robert","SCAMPS, Sophie Anna","02/05/2022","50000"
"2022 Federal election","40365","Purves, Robert","STEGGALL, Zali","10/09/2021","20000"
"2022 Federal election","40365","Purves, Robert","STEGGALL, Zali","29/04/2022","35000"
"2022 Federal election","45169","RACAT Group Pty Limited","SPENDER, Allegra May","08/05/2022","51719"
"2022 Federal election","45137","Robertson, Bruce","ROBERTSON, Andrew Colin","08/03/2022","23200"
"2022 Federal election","45019","Saso Content & Design Pty Ltd","HEISE, Carolyn Gai","20/05/2022","96800"
"2022 Federal election","45124","Smit, Wayne","CHANEY, Katherine Ella","21/01/2022","12500"
"2022 Federal election","45124","Smit, Wayne","CHANEY, Katherine Ella","22/04/2022","12500"
"2022 Federal election","45118","Snape, Brian","RYAN, Monique Marie","08/02/2022","1000"
"2022 Federal election","45118","Snape, Brian","RYAN, Monique Marie","12/02/2022","1000"
"2022 Federal election","45118","Snape, Brian","RYAN, Monique Marie","22/03/2022","50000"
"2022 Federal election","45118","Snape, Brian","RYAN, Monique Marie","10/04/2022","100"
"2022 Federal election","45118","Snape, Brian","RYAN, Monique Marie","18/05/2022","1000"
"2022 Federal election","45118","Snape, Brian","RYAN, Monique Marie","24/05/2022","1000"
"2022 Federal election","45160","Sophie Inwald & Graham Thorburn","SPENDER, Allegra May","03/09/2021","10000"
"2022 Federal election","45160","Sophie Inwald & Graham Thorburn","SPENDER, Allegra May","07/03/2022","5000"
"2022 Federal election","45160","Sophie Inwald & Graham Thorburn","SPENDER, Allegra May","05/05/2022","2000"
"2022 Federal election","45160","Sophie Inwald & Graham Thorburn","SPENDER, Allegra May","17/05/2022","576"
"2022 Federal election","45139","Stephens, Claudia","TINK, Kylea Jane","20/09/2021","1000"
"2022 Federal election","45139","Stephens, Claudia","TINK, Kylea Jane","21/10/2021","5000"
"2022 Federal election","45139","Stephens, Claudia","TINK, Kylea Jane","05/11/2021","2000"
"2022 Federal election","45139","Stephens, Claudia","TINK, Kylea Jane","09/02/2022","5000"
"2022 Federal election","45139","Stephens, Claudia","TINK, Kylea Jane","05/04/2022","5000"
"2022 Federal election","45139","Stephens, Claudia","TINK, Kylea Jane","26/04/2022","1000"
"2022 Federal election","45139","Stephens, Claudia","TINK, Kylea Jane","12/05/2022","1000"
"2022 Federal election","45016","Theta International Pty Ltd","HANNAGAN, Daniel Lucas","14/04/2022","15000"
"2022 Federal election","40451","Turnbull, Alexander","SPENDER, Allegra May","18/05/2022","25000"
"2022 Federal election","44906","Turner Components PTY LTD","BARKER, Paul Adam","20/04/2022","10000"
"2022 Federal election","44906","Turner Components PTY LTD","CHEESMAN, Gregory John","10/03/2022","5000"
"2022 Federal election","44906","Turner Components PTY LTD","TESA, Maya","08/03/2022","5000"
"2022 Federal election","44906","Turner Components PTY LTD","TESA, Maya","03/05/2022","20000"
"2022 Federal election","45433","Tyrrell, James","STEELE, Georgia Susan","15/12/2021","20000"
"2022 Federal election","45433","Tyrrell, James","STEELE, Georgia Susan","23/02/2022","300"
"2022 Federal election","45433","Tyrrell, James","STEELE, Georgia Susan","24/02/2022","4000"
"2022 Federal election","45018","Video Pastoral Trust","HEISE, Carolyn Gai","20/05/2022","46640"
"2022 Federal election","45117","William Taylor Nominees Pty Ltd","SCAMPS, Sophie Anna","02/03/2022","70000"
"2022 Federal election","45117","William Taylor Nominees Pty Ltd","SPENDER, Allegra May","20/03/2022","100000"
"2022 Federal election","45085","Yates, Jacqueline","RYAN, Monique Marie","11/11/2021","20000"
"2019 Federal election","40395","Aldous, Amanda","HAINES, Helen Mary","31/01/2019","1440"
